build_id,path,N,V_pairs,m,K_band,K_band_distinct,K_band_distinct_lo,K_exact,K_exact_distinct,n_degen_band,n_degen_geom,n_isolated,t_exact_ms
3,geo:n16:p4,256,32640,65535,21,9,21,65280,1,65279,0,0,8303.303
4,geo:n16:p4,256,32557,65370,465,236,427,65114,16,65114,0,0,8003.774
5,geo:n16:p4,256,32335,64925,1635,821,1444,64670,122,64669,0,0,7680.142
6,geo:n16:p4,256,32107,64470,2687,1340,2309,64214,240,64214,0,0,7321.298
7,geo:n16:p4,256,31891,64038,3898,1916,3175,63782,365,63782,0,0,6921.898
8,geo:n16:p4,256,31782,63820,4615,2265,3716,63564,439,63564,0,0,6836.957
9,geo:n16:p4,256,31695,63646,4777,2337,3802,63390,461,63390,0,0,6672.478
10,geo:n16:p4,256,31654,63564,4924,2396,3846,63308,499,63308,0,0,6572.820
11,geo:n16:p4,256,31634,63522,4985,2429,3961,63268,480,63266,0,0,6584.365
12,geo:n16:p4,256,31623,63502,5072,2476,4034,63246,481,63246,0,0,6723.348
13,geo:n16:p4,256,31629,63514,5011,2442,3983,63258,480,63258,0,0,6427.917
14,geo:n16:p4,256,31632,63519,5053,2450,3983,63264,490,63263,0,0,6297.659
15,geo:n16:p4,256,31633,63522,5009,2437,3957,63266,489,63266,0,0,6391.815
16,geo:n16:p4,256,31634,63523,4956,2414,3929,63268,486,63267,0,0,6639.849
17,geo:n16:p4,256,31633,63522,4970,2421,3946,63266,484,63266,0,0,6540.877
18,geo:n16:p4,256,31634,63524,4988,2428,3956,63268,486,63268,0,0,6521.896
19,geo:n16:p4,256,31633,63522,4983,2425,3954,63266,485,63266,0,0,6675.510
20,geo:n16:p4,256,31633,63522,4985,2426,3956,63266,485,63266,0,0,6668.729
21,geo:n16:p4,256,31633,63522,4981,2425,3953,63266,485,63266,0,0,6458.100
22,geo:n16:p4,256,31633,63522,4985,2426,3955,63266,485,63266,0,0,6626.709
1,geo:n16:p5,256,26193,52642,836,428,681,52386,73,52386,0,0,4201.867
2,geo:n16:p5,256,32640,65536,1,1,1,65280,1,65280,0,0,7953.235
3,geo:n16:p5,256,32640,65536,14,8,13,65280,1,65280,0,0,7694.697
4,geo:n16:p5,256,31314,62884,538,280,453,62628,48,62628,0,0,6653.156
5,geo:n16:p5,256,28769,57794,1022,526,850,57538,89,57538,0,0,5131.816
6,geo:n16:p5,256,27352,54959,1102,561,918,54704,89,54703,0,0,4599.778
7,geo:n16:p5,256,26736,53728,954,489,773,53472,83,53472,0,0,4293.918
8,geo:n16:p5,256,26445,53146,879,446,717,52890,69,52890,0,0,4165.888
9,geo:n16:p5,256,26324,52904,872,447,709,52648,77,52648,0,0,4043.004
10,geo:n16:p5,256,26257,52770,857,442,708,52514,72,52514,0,0,4060.970
11,geo:n16:p5,256,26222,52700,862,444,717,52444,67,52444,0,0,3980.887
12,geo:n16:p5,256,26209,52673,857,440,707,52418,69,52417,0,0,4085.109
13,geo:n16:p5,256,26203,52662,871,446,711,52406,72,52406,0,0,4258.449
14,geo:n16:p5,256,26198,52652,846,433,692,52396,71,52396,0,0,3967.343
15,geo:n16:p5,256,26197,52650,860,440,696,52394,76,52394,0,0,3940.650
16,geo:n16:p5,256,26196,52647,856,436,691,52392,77,52391,0,0,4039.161
17,geo:n16:p5,256,26195,52646,843,431,684,52390,74,52390,0,0,4264.785
18,geo:n16:p5,256,26194,52644,843,431,682,52388,74,52388,0,0,3972.227
19,geo:n16:p5,256,26194,52644,842,431,682,52388,74,52388,0,0,3986.755
20,geo:n16:p5,256,26194,52644,840,430,682,52388,74,52388,0,0,4109.882
21,geo:n16:p5,256,26194,52644,839,430,681,52388,74,52388,0,0,4137.014
1,geo:n20:p0,400,73402,147203,3093,1530,2475,146804,273,146803,0,0,50892.110
2,geo:n20:p0,400,79777,159951,23,12,17,159554,5,159551,0,0,70440.787
3,geo:n20:p0,400,78762,157924,614,311,512,157524,49,157524,0,0,66317.051
1,geo:n20:p1,400,79306,159011,1207,591,963,158612,118,158611,0,0,68140.796
2,geo:n20:p1,400,51380,103159,11233,5450,8446,102760,1133,102759,0,0,20341.668
3,geo:n20:p1,400,69422,139238,4119,2018,3147,138844,391,138838,0,0,45684.789
4,geo:n20:p1,400,75563,151515,2789,1369,2205,151126,267,151115,0,0,58739.252
1,geo:n20:p2,400,79365,159129,162,87,135,158730,14,158729,0,0,80360.328
2,geo:n20:p2,400,79800,159999,1,1,1,159600,1,159599,0,0,80695.148
1,geo:n20:p3,400,79207,158813,2689,1327,2236,158414,214,158413,0,0,66970.295
2,geo:n20:p3,400,59103,118599,4178,2022,3143,118206,448,118199,0,0,31921.116
3,geo:n20:p3,400,72290,144979,3404,1665,2711,144580,319,144579,0,0,53894.201
4,geo:n20:p3,400,76004,152401,7218,3552,6150,152008,674,152001,0,0,58895.192
1,geo:n20:p4,400,77587,155573,10997,5338,8528,155174,1117,155173,0,0,61645.679
2,geo:n20:p4,400,39519,79438,7520,3712,5900,79038,762,79038,0,0,11280.377
3,geo:n20:p4,400,51938,104276,4581,2251,3517,103876,487,103876,0,0,23661.993
4,geo:n20:p4,400,62779,125956,17326,8390,12941,125558,1834,125556,0,0,35594.173
5,geo:n20:p4,400,72356,145112,22096,10626,16010,144712,2363,144712,0,0,50982.408
1,geo:n20:p5,400,63903,128205,1331,673,1081,127806,128,127805,0,0,39088.589
2,geo:n20:p5,400,44603,89606,2599,1289,2067,89206,280,89206,0,0,14519.074
3,geo:n20:p5,400,54358,109116,1280,658,1106,108716,108,108716,0,0,26038.270
4,geo:n20:p5,400,58011,116419,1063,540,928,116022,77,116019,0,0,30667.648
5,geo:n20:p5,400,60722,121842,899,468,792,121444,81,121442,0,0,33664.778
6,geo:n20:p5,400,62105,124609,981,507,885,124210,62,124209,0,0,36494.908
7,geo:n20:p5,400,62910,126219,1208,618,1047,125820,86,125819,0,0,36073.266
1,syn:n08:p0,64,993,2050,630,317,501,1986,60,1986,0,0,24.744
2,syn:n08:p0,64,1545,3154,801,399,653,3090,82,3090,0,0,35.552
3,syn:n08:p0,64,1260,2584,641,324,521,2520,66,2520,0,0,28.254
4,syn:n08:p0,64,1403,2870,668,334,562,2806,67,2806,0,0,31.377
5,syn:n08:p0,64,1326,2716,686,347,567,2652,73,2652,0,0,29.425
6,syn:n08:p0,64,1291,2646,680,343,552,2582,67,2582,0,0,28.875
7,syn:n08:p0,64,1313,2690,666,337,560,2626,72,2626,0,0,29.924
8,syn:n08:p0,64,1300,2664,680,341,567,2600,67,2600,0,0,28.905
9,syn:n08:p0,64,1297,2658,696,347,566,2594,73,2594,0,0,28.836
10,syn:n08:p0,64,1298,2660,671,335,559,2596,69,2596,0,0,29.000
11,syn:n08:p0,64,1300,2664,678,340,563,2600,70,2600,0,0,29.290
12,syn:n08:p0,64,1299,2662,666,336,556,2598,69,2598,0,0,40.029
13,syn:n08:p0,64,1299,2662,672,335,560,2598,69,2598,0,0,28.863
14,syn:n08:p0,64,1299,2662,662,336,552,2598,70,2598,0,0,29.311
15,syn:n08:p0,64,1299,2662,665,336,554,2598,69,2598,0,0,28.838
16,syn:n08:p0,64,1299,2662,663,336,554,2598,69,2598,0,0,33.973
17,syn:n08:p0,64,1299,2662,664,336,553,2598,70,2598,0,0,31.757
18,syn:n08:p0,64,1299,2662,664,336,553,2598,70,2598,0,0,29.303
19,syn:n08:p0,64,1299,2662,663,336,554,2598,69,2598,0,0,33.176
20,syn:n08:p0,64,1299,2662,664,336,554,2598,70,2598,0,0,30.798
21,syn:n08:p0,64,1299,2662,663,336,554,2598,69,2598,0,0,30.407
22,syn:n08:p0,64,1299,2662,663,336,554,2598,69,2598,0,0,30.264
23,syn:n08:p0,64,1299,2662,663,336,554,2598,69,2598,0,0,30.326
24,syn:n08:p0,64,1299,2662,663,336,554,2598,69,2598,0,0,28.680
25,syn:n08:p0,64,1299,2662,663,336,554,2598,69,2598,0,0,29.680
1,syn:n08:p1,64,925,1914,668,328,509,1850,80,1850,0,0,23.629
2,syn:n08:p1,64,1457,2978,549,272,444,2914,58,2914,0,0,43.640
3,syn:n08:p1,64,1617,3298,436,217,345,3234,42,3234,0,0,39.716
4,syn:n08:p1,64,1533,3130,434,222,359,3066,40,3066,0,0,34.192
5,syn:n08:p1,64,1577,3218,403,202,328,3154,41,3154,0,0,38.739
6,syn:n08:p1,64,1598,3260,402,206,340,3196,35,3196,0,0,37.865
7,syn:n08:p1,64,1607,3278,400,204,332,3214,38,3214,0,0,40.543
8,syn:n08:p1,64,1616,3296,434,218,351,3232,41,3232,0,0,36.696
9,syn:n08:p1,64,1608,3280,409,208,334,3216,39,3216,0,0,36.821
10,syn:n08:p1,64,1607,3278,405,206,335,3214,39,3214,0,0,36.561
11,syn:n08:p1,64,1608,3280,410,210,338,3216,39,3216,0,0,37.597
12,syn:n08:p1,64,1607,3278,403,206,334,3214,39,3214,0,0,36.560
13,syn:n08:p1,64,1608,3280,404,207,332,3216,40,3216,0,0,36.803
14,syn:n08:p1,64,1607,3278,403,206,333,3214,39,3214,0,0,37.042
15,syn:n08:p1,64,1608,3280,405,207,332,3216,40,3216,0,0,36.571
16,syn:n08:p1,64,1607,3278,407,206,336,3214,39,3214,0,0,36.758
17,syn:n08:p1,64,1607,3278,406,206,335,3214,39,3214,0,0,37.027
18,syn:n08:p1,64,1607,3278,406,206,335,3214,39,3214,0,0,36.900
19,syn:n08:p1,64,1607,3278,406,206,335,3214,39,3214,0,0,36.018
20,syn:n08:p1,64,1607,3278,406,206,335,3214,39,3214,0,0,44.206
21,syn:n08:p1,64,1607,3278,406,206,335,3214,39,3214,0,0,37.170
22,syn:n08:p1,64,1607,3278,402,206,333,3214,39,3214,0,0,36.182
23,syn:n08:p1,64,1608,3280,405,207,332,3216,40,3216,0,0,36.646
24,syn:n08:p1,64,1608,3280,405,207,332,3216,40,3216,0,0,37.279
25,syn:n08:p1,64,1608,3280,405,207,332,3216,40,3216,0,0,43.679
1,syn:n08:p2,64,519,1102,560,284,411,1038,68,1038,0,0,12.312
2,syn:n08:p2,64,909,1882,613,312,483,1818,64,1818,0,0,24.059
3,syn:n08:p2,64,1062,2188,538,267,426,2124,52,2124,0,0,23.583
4,syn:n08:p2,64,986,2036,638,326,493,1972,63,1972,0,0,22.348
5,syn:n08:p2,64,942,1948,644,323,487,1884,67,1884,0,0,21.577
6,syn:n08:p2,64,924,1912,638,326,493,1848,62,1848,0,0,20.314
7,syn:n08:p2,64,915,1894,651,330,499,1830,67,1830,0,0,20.920
8,syn:n08:p2,64,910,1884,627,317,491,1820,63,1820,0,0,21.043
9,syn:n08:p2,64,913,1890,626,318,486,1826,64,1826,0,0,20.597
10,syn:n08:p2,64,912,1888,625,321,487,1824,64,1824,0,0,20.060
11,syn:n08:p2,64,913,1890,622,317,485,1826,64,1826,0,0,21.052
12,syn:n08:p2,64,913,1890,620,316,482,1826,64,1826,0,0,20.034
13,syn:n08:p2,64,912,1888,626,320,488,1824,64,1824,0,0,20.025
14,syn:n08:p2,64,913,1890,618,315,481,1826,64,1826,0,0,24.311
15,syn:n08:p2,64,913,1890,617,315,482,1826,64,1826,0,0,22.719
16,syn:n08:p2,64,912,1888,626,320,489,1824,64,1824,0,0,20.522
17,syn:n08:p2,64,913,1890,618,315,482,1826,64,1826,0,0,22.483
18,syn:n08:p2,64,913,1890,630,321,489,1826,65,1826,0,0,21.873
19,syn:n08:p2,64,912,1888,626,320,489,1824,64,1824,0,0,23.674
20,syn:n08:p2,64,912,1888,626,320,489,1824,64,1824,0,0,23.198
21,syn:n08:p2,64,913,1890,630,321,489,1826,65,1826,0,0,19.919
22,syn:n08:p2,64,912,1888,626,320,489,1824,64,1824,0,0,21.014
23,syn:n08:p2,64,912,1888,626,320,489,1824,64,1824,0,0,20.545
24,syn:n08:p2,64,912,1888,626,320,489,1824,64,1824,0,0,24.857
25,syn:n08:p2,64,913,1890,630,321,489,1826,65,1826,0,0,20.978
1,syn:n08:p3,64,980,2024,940,455,679,1960,104,1960,0,0,22.094
2,syn:n08:p3,64,1596,3256,1007,491,752,3192,103,3192,0,0,36.896
3,syn:n08:p3,64,1311,2686,986,489,743,2622,107,2622,0,0,35.763
4,syn:n08:p3,64,1473,3010,1148,557,833,2946,121,2946,0,0,32.920
5,syn:n08:p3,64,1387,2838,1096,535,797,2774,113,2774,0,0,32.691
6,syn:n08:p3,64,1336,2736,971,469,726,2672,103,2672,0,0,30.013
7,syn:n08:p3,64,1325,2714,1032,505,751,2650,110,2650,0,0,33.857
8,syn:n08:p3,64,1321,2706,1036,503,759,2642,119,2642,0,0,33.373
9,syn:n08:p3,64,1316,2696,1023,497,757,2632,112,2632,0,0,31.205
10,syn:n08:p3,64,1317,2698,1044,509,762,2634,109,2634,0,0,36.902
11,syn:n08:p3,64,1316,2696,1031,502,756,2632,113,2632,0,0,30.850
12,syn:n08:p3,64,1317,2698,1037,504,759,2634,110,2634,0,0,33.300
13,syn:n08:p3,64,1316,2696,1021,496,751,2632,111,2632,0,0,30.452
14,syn:n08:p3,64,1316,2696,1035,504,758,2632,114,2632,0,0,28.847
15,syn:n08:p3,64,1316,2696,1035,504,758,2632,114,2632,0,0,28.858
16,syn:n08:p3,64,1316,2696,1031,502,756,2632,113,2632,0,0,29.922
17,syn:n08:p3,64,1316,2696,1031,502,756,2632,113,2632,0,0,32.405
18,syn:n08:p3,64,1316,2696,1032,503,757,2632,113,2632,0,0,34.926
19,syn:n08:p3,64,1316,2696,1032,503,757,2632,113,2632,0,0,31.867
20,syn:n08:p3,64,1316,2696,1035,504,758,2632,114,2632,0,0,33.628
21,syn:n08:p3,64,1316,2696,1035,504,758,2632,114,2632,0,0,29.223
22,syn:n08:p3,64,1316,2696,1032,503,757,2632,113,2632,0,0,34.236
23,syn:n08:p3,64,1316,2696,1032,503,757,2632,113,2632,0,0,30.464
24,syn:n08:p3,64,1316,2696,1035,504,758,2632,114,2632,0,0,37.331
25,syn:n08:p3,64,1316,2696,1035,504,758,2632,114,2632,0,0,29.935
1,syn:n08:p4,64,505,1074,426,216,336,1010,57,1010,0,0,11.758
2,syn:n08:p4,64,949,1962,695,343,541,1898,76,1898,0,0,20.664
3,syn:n08:p4,64,717,1498,573,294,449,1434,62,1434,0,0,21.392
4,syn:n08:p4,64,654,1372,608,307,438,1308,74,1308,0,0,14.502
5,syn:n08:p4,64,590,1244,615,303,439,1180,82,1180,0,0,13.329
6,syn:n08:p4,64,629,1322,667,329,486,1258,77,1258,0,0,15.592
7,syn:n08:p4,64,619,1302,658,331,479,1238,83,1238,0,0,14.720
8,syn:n08:p4,64,626,1316,668,336,494,1252,80,1252,0,0,18.343
9,syn:n08:p4,64,624,1312,661,332,479,1248,82,1248,0,0,13.662
10,syn:n08:p4,64,624,1312,671,334,481,1248,80,1248,0,0,13.846
11,syn:n08:p4,64,626,1316,672,337,486,1252,81,1252,0,0,13.739
12,syn:n08:p4,64,626,1316,670,338,486,1252,82,1252,0,0,15.697
13,syn:n08:p4,64,626,1316,674,338,487,1252,82,1252,0,0,14.633
14,syn:n08:p4,64,626,1316,674,338,487,1252,82,1252,0,0,14.064
15,syn:n08:p4,64,626,1316,674,337,486,1252,81,1252,0,0,15.546
16,syn:n08:p4,64,626,1316,673,338,486,1252,82,1252,0,0,16.010
17,syn:n08:p4,64,626,1316,673,338,486,1252,82,1252,0,0,14.304
18,syn:n08:p4,64,626,1316,673,338,486,1252,82,1252,0,0,15.148
19,syn:n08:p4,64,626,1316,674,337,486,1252,81,1252,0,0,14.396
20,syn:n08:p4,64,626,1316,673,338,486,1252,82,1252,0,0,14.085
21,syn:n08:p4,64,626,1316,674,337,486,1252,81,1252,0,0,14.050
22,syn:n08:p4,64,626,1316,674,337,486,1252,81,1252,0,0,14.008
23,syn:n08:p4,64,626,1316,673,338,486,1252,82,1252,0,0,15.781
24,syn:n08:p4,64,626,1316,673,338,486,1252,81,1252,0,0,14.239
25,syn:n08:p4,64,626,1316,674,337,486,1252,81,1252,0,0,15.978
1,syn:n08:p5,64,389,842,478,241,330,778,69,778,0,0,10.329
2,syn:n08:p5,64,648,1360,533,270,397,1296,62,1296,0,0,15.085
3,syn:n08:p5,64,514,1092,443,226,347,1028,52,1028,0,0,17.632
4,syn:n08:p5,64,460,984,510,262,365,920,61,920,0,0,11.574
5,syn:n08:p5,64,422,908,489,243,347,844,63,844,0,0,10.362
6,syn:n08:p5,64,403,870,484,248,342,806,67,806,0,0,9.427
7,syn:n08:p5,64,398,860,502,256,338,796,71,796,0,0,9.510
8,syn:n08:p5,64,392,848,484,242,332,784,70,784,0,0,10.218
9,syn:n08:p5,64,392,848,483,243,328,784,70,784,0,0,10.109
10,syn:n08:p5,64,391,846,468,238,327,782,69,782,0,0,9.197
11,syn:n08:p5,64,391,846,481,244,331,782,71,782,0,0,14.099
12,syn:n08:p5,64,391,846,481,244,331,782,71,782,0,0,10.137
13,syn:n08:p5,64,390,844,475,242,325,780,70,780,0,0,9.538
14,syn:n08:p5,64,390,844,476,242,326,780,70,780,0,0,9.398
15,syn:n08:p5,64,390,844,476,242,326,780,70,780,0,0,9.325
16,syn:n08:p5,64,390,844,476,242,326,780,70,780,0,0,9.754
17,syn:n08:p5,64,390,844,476,242,326,780,70,780,0,0,9.116
18,syn:n08:p5,64,390,844,476,242,326,780,70,780,0,0,9.278
19,syn:n08:p5,64,390,844,476,242,326,780,70,780,0,0,9.431
20,syn:n08:p5,64,390,844,476,242,326,780,70,780,0,0,9.155
21,syn:n08:p5,64,390,844,476,242,326,780,70,780,0,0,9.204
22,syn:n08:p5,64,390,844,476,242,326,780,70,780,0,0,9.106
23,syn:n08:p5,64,390,844,476,242,326,780,70,780,0,0,9.788
24,syn:n08:p5,64,390,844,476,242,326,780,70,780,0,0,12.658
25,syn:n08:p5,64,390,844,476,242,326,780,70,780,0,0,9.665
26,syn:n08:p5,64,390,844,476,242,326,780,70,780,0,0,10.175
1,syn:n12:p0,144,3270,6684,2996,1483,2240,6540,303,6540,0,0,88.465
2,syn:n12:p0,144,5292,10728,3039,1495,2363,10584,293,10584,0,0,164.134
3,syn:n12:p0,144,4304,8752,2977,1465,2259,8608,309,8608,0,0,123.911
4,syn:n12:p0,144,4827,9798,3120,1531,2407,9654,328,9654,0,0,149.234
5,syn:n12:p0,144,4548,9240,3143,1556,2422,9096,320,9096,0,0,130.314
6,syn:n12:p0,144,4695,9534,3023,1493,2303,9390,305,9390,0,0,133.823
7,syn:n12:p0,144,4638,9420,3152,1549,2387,9276,326,9276,0,0,132.217
8,syn:n12:p0,144,4611,9366,3224,1566,2386,9222,347,9222,0,0,135.394
