pair,arm,ans,status,wall_ms,arr_ms,fre_ms
6898_3181,B0,0.018742910893189516919,OK,169.28,6.6193,4.2039
7536_10837,A0,0.05212868449475654975,OK,385.91,44.9550,22.8420
7536_10837,B0,0.05212868449475654975,OK,355.45,16.1970,21.4460
8338_1797,A0,0.021329753256708709752,OK,70.44,9.9344,0.1588
8338_1797,B0,0.021329753256708709752,OK,63.07,3.6212,0.1110
12534_10431,A0,0.063117192089695600687,OK,206.99,53.9700,20.1420
12534_10431,B0,0.063117192089695600687,OK,156.47,19.3140,19.1470
7487_10296,A0,0.016258997137567982039,OK,640.91,104.3100,127.4000
7487_10296,B0,0.016258997137567982039,OK,554.49,44.8990,123.2000
9122_10551,A0,0.062851231830833187431,OK,608.67,116.5900,73.7840
9122_10551,B0,0.062851231830833187431,OK,506.95,48.0750,71.3700
8799_1162,A0,0.25394965770928390469,OK,268.38,101.7500,23.4280
8799_1162,B0,0.25394965770928390469,OK,174.15,42.8370,21.7640
8443_14324,A0,0.068682978213655571098,OK,93.25,12.8200,6.6961
8443_14324,B0,0.068682978213655571098,OK,73.28,4.3931,6.2174
4237_6595,A0,0.029422841437853210211,OK,546.78,75.0980,51.9070
4237_6595,B0,0.029422841437853210211,OK,481.97,24.4300,49.4300
4850_5651,A0,0.077264318310935747869,OK,1301.12,120.3900,40.1590
4850_5651,B0,0.077264318310935747869,OK,1188.52,44.5480,38.6470
9757_14713,A0,0.057372812721619363685,OK,106.39,24.3850,3.0484
9757_14713,B0,0.057372812721619363685,OK,80.08,9.0835,2.8020
526_8243,A0,0.033143426193764341514,OK,76.80,30.0040,0.8860
526_8243,B0,0.033143426193764341514,OK,55.03,8.0037,0.7447
13981_8360,A0,0.0097148168872790811867,OK,47.36,10.0530,2.7948
13981_8360,B0,0.0097148168872790811867,OK,40.23,2.9661,2.4088
8964_2372,A0,0.087466335657087918021,OK,101.99,32.6010,1.9579
8964_2372,B0,0.087466335657087918021,OK,94.54,12.2850,1.8330
14764_14900,A0,0.038296139005956311707,OK,39.49,1.7280,0.0112
14764_14900,B0,0.038296139005956311707,OK,36.68,0.5422,0.0075
11485_8383,A0,0.076342947522176587971,OK,361.04,99.1870,27.9760
11485_8383,B0,0.076342947522176587971,OK,279.49,41.1510,26.3790
15431_2666,A0,0.013926035825554475278,OK,109.21,27.6890,7.1862
15431_2666,B0,0.013926035825554475278,OK,72.12,10.3620,6.6003
6626_15161,A0,0.0097504605062246792191,OK,210.42,10.7780,10.0460
6626_15161,B0,0.0097504605062246792191,OK,199.45,3.9780,9.8466
3482_8920,A0,0.049497635713319124151,OK,783.75,183.1700,189.9000
3482_8920,B0,0.049497635713319124151,OK,630.35,66.7070,189.0500
10611_8115,A0,0.181455078944540521,OK,577.32,140.1000,110.4200
10611_8115,B0,0.181455078944540521,OK,462.89,60.5570,105.2400
2159_15252,A0,0.076644102658433077568,OK,982.23,173.6900,136.7800
2159_15252,B0,0.076644102658433077568,OK,827.98,72.3080,130.4100
650_3213,A0,0.020050879961018824166,OK,485.18,99.9140,93.2050
650_3213,B0,0.020050879961018824166,OK,394.01,40.4700,88.8110
16446_8083,A0,0.010916425698595352139,OK,149.17,29.2230,10.8230
16446_8083,B0,0.010916425698595352139,OK,111.57,10.9630,10.2350
7208_16050,A0,0.077062968685064625607,OK,1023.24,192.8500,79.9780
7208_16050,B0,0.077062968685064625607,OK,848.47,77.1080,75.5050
12879_14735,A0,0.058357588503567398019,OK,193.94,24.1680,5.7327
12879_14735,B0,0.058357588503567398019,OK,154.27,8.1973,5.3360
12021_1782,A0,0.062937286533477007633,OK,201.13,61.5530,11.4270
12021_1782,B0,0.062937286533477007633,OK,135.55,24.8670,11.1870
3085_6631,A0,0.011451255735040903605,OK,357.17,91.9650,56.7820
3085_6631,B0,0.011451255735040903605,OK,284.48,38.2750,53.7000
11547_10186,A0,0.056850903216328907419,OK,145.17,0.0000,0.0000
11547_10186,B0,0.056850903216328907419,OK,136.34,0.0000,0.0000
9325_424,A0,0.034253697127645615916,OK,313.47,100.3200,61.4850
9325_424,B0,0.034253697127645615916,OK,221.65,34.5610,57.0070
9038_15,A0,0.021164010814078454414,OK,652.83,156.6600,71.8550
9038_15,B0,0.021164010814078454414,OK,524.94,57.4720,67.1700
